origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
w475521999,SP_CHARZYKOWY,20.5039062,1018.2443096,39.1860676,1077.9342834
w949537695,SP_SWORNEGACIE,61.9677782,995.3405839,20.7048897,1078.0132518
w909402166,SP_CHARZYKOWY,18.3005298,1020.7116893,39.1860676,1078.1982866
w501134112,SP_SWORNEGACIE,30.8860536,1026.7756485,20.7048897,1078.3665917
w575130773,SP_SWORNEGACIE,20.5610386,1037.847354,20.7048897,1079.1132822
w575130764,SP_SWORNEGACIE,16.4334841,1042.175891,20.7048897,1079.3142648
w409062883,SP_CHARZYKOWY,40.5983459,999.5406406,39.1860676,1079.3250542
w502714969,SP_SWORNEGACIE,28.9937664,1030.2017789,20.7048897,1079.900435
w475522000,SP_CHARZYKOWY,14.0976674,1026.818766,39.1860676,1080.1025009
w475521972,SP_CHARZYKOWY,12.0238165,1029.3367283,39.1860676,1080.5466124
w909402174,SP_CHARZYKOWY,35.6310459,1007.0114936,39.1860676,1081.8286071
w1247813618,SP_CHARZYKOWY,13.2982534,1029.6440919,39.1860676,1082.1284129
w523334205,SP_CHARZYKOWY,28.0110151,1016.151468,39.1860676,1083.3485507
w475398051,SP_CHARZYKOWY,11.990142,1032.1792365,39.1860676,1083.3554461
w909011805,SP_CHARZYKOWY,14.9490921,1029.231451,39.1860676,1083.3666108
w409062887,SP_CHARZYKOWY,58.5234892,985.8530417,39.1860676,1083.5625985
w575130789,SP_SWORNEGACIE,14.341254,1048.9288677,20.7048897,1083.9750114
w475398036,SP_CHARZYKOWY,13.4725347,1032.0144338,39.1860676,1084.6730361
w575130771,SP_SWORNEGACIE,43.4588345,1020.8148433,20.7048897,1084.9785675
w575130798,SP_SWORNEGACIE,14.0835104,1050.2743356,20.7048897,1085.0627357
w475521976,SP_CHARZYKOWY,12.1430655,1034.1151525,39.1860676,1085.4442857
w909281836,SP_CHARZYKOWY,30.3077526,1016.1772011,39.1860676,1085.6710212
w520861521,SP_CHARZYKOWY,14.8182309,1031.8018349,39.1860676,1085.8061334
w475397311,SP_CHARZYKOWY,21.9760699,1024.6473703,39.1860676,1085.8095079
w575130756,SP_SWORNEGACIE,25.8433558,1039.3389688,20.7048897,1085.8872143
w523337899,SP_CHARZYKOWY,39.0664672,1009.3053466,39.1860676,1087.5578815
w409062879,SP_CHARZYKOWY,46.5754328,1002.0159434,39.1860676,1087.7774438
w575130895,SP_SWORNEGACIE,31.864557,1035.9189922,20.7048897,1088.4884389
w475398033,SP_CHARZYKOWY,12.2412341,1037.1101132,39.1860676,1088.537415
w475398041,SP_CHARZYKOWY,24.2660725,1025.2665095,39.1860676,1088.7186496
w502726122,SP_SWORNEGACIE,52.1625529,1016.1899251,20.7048897,1089.0573676
w575130853,SP_SWORNEGACIE,21.8950895,1047.347589,20.7048897,1089.9475682
w575130785,SP_SWORNEGACIE,20.3964987,1049.3789957,20.7048897,1090.4803841
w475521957,SP_CHARZYKOWY,26.3350178,1025.1072536,39.1860676,1090.6283391
w520864694,SP_CHARZYKOWY,17.1173074,1034.6179831,39.1860676,1090.9213581
w949538118,SP_SWORNEGACIE,39.3561319,1031.7744175,20.7048897,1091.8354391
w818043538,SP_CHARZYKOWY,11.0382227,1041.9088476,39.1860676,1092.1331379
w1047609929,SP_CHARZYKOWY,21.0508388,1033.5995245,39.1860676,1093.8364308
w909281835,SP_CHARZYKOWY,20.31682,1034.7894212,39.1860676,1094.2923089
w1123459346,SP_CHARZYKOWY,25.6799416,1029.8390248,39.1860676,1094.7050341
w475522014,SP_CHARZYKOWY,15.2193677,1040.8019941,39.1860676,1095.2074295
w949537299,SP_SWORNEGACIE,14.4317575,1060.1012275,20.7048897,1095.2378746
w520863461,SP_CHARZYKOWY,13.9363506,1042.4643043,39.1860676,1095.5867224
w409062874,SP_CHARZYKOWY,57.6096474,999.8988327,39.1860676,1096.6945477
w909402167,SP_CHARZYKOWY,31.7574991,1026.2182312,39.1860676,1097.1617979
w575130702,SP_SWORNEGACIE,14.850626,1061.6172227,20.7048897,1097.1727383
w909402183,SP_CHARZYKOWY,78.9645293,979.2015115,39.1860676,1097.3521084
w409062871,SP_CHARZYKOWY,28.8484585,1029.6108664,39.1860676,1097.6453926
w575130666,SP_SWORNEGACIE,18.4111411,1060.5607031,20.7048897,1099.6767338
w475522015,SP_CHARZYKOWY,20.7370313,1040.5998452,39.1860676,1100.5229441
w1047609924,SP_CHARZYKOWY,19.3219595,1042.3559873,39.1860676,1100.8640144
w475398037,SP_CHARZYKOWY,12.2723795,1049.4099285,39.1860676,1100.8683757
w909402182,SP_CHARZYKOWY,76.7147298,985.5320531,39.1860676,1101.4328505
w520867166,SP_CHARZYKOWY,16.1092042,1046.2022232,39.1860676,1101.497495
w575130694,SP_SWORNEGACIE,22.5155651,1059.7238482,20.7048897,1102.944303
w475397309,SP_CHARZYKOWY,19.9728904,1044.3206615,39.1860676,1103.4796195
w502726142,SP_SWORNEGACIE,9.0339344,1073.9873664,20.7048897,1103.7261905
w520867165,SP_CHARZYKOWY,18.9456892,1045.7306311,39.1860676,1103.8623879
w575130805,SP_SWORNEGACIE,45.7866896,1037.847354,20.7048897,1104.3389332
w520867167,SP_CHARZYKOWY,21.3791033,1043.8997333,39.1860676,1104.4649041
w909263914,SP_CHARZYKOWY,34.4703289,1030.8518906,39.1860676,1104.5082872
w409062895,SP_CHARZYKOWY,46.0430904,1019.3929361,39.1860676,1104.6220941
w575130665,SP_SWORNEGACIE,15.7223642,1069.1801044,20.7048897,1105.6073583
w575130692,SP_SWORNEGACIE,11.689522,1074.4310652,20.7048897,1106.8254768
w888204907,SP_SWORNEGACIE,14.582882,1072.5643204,20.7048897,1107.852092
w995946370,SP_SWORNEGACIE,7.1566924,1080.0161531,20.7048897,1107.8777352
w520867144,SP_CHARZYKOWY,13.2268996,1055.9392797,39.1860676,1108.3522469
w475397308,SP_CHARZYKOWY,23.4150996,1047.9937917,39.1860676,1110.5949588
w909263913,SP_CHARZYKOWY,35.1366133,1037.6113522,39.1860676,1111.9340331
w501134114,SP_SWORNEGACIE,46.0721725,1045.1753969,20.7048897,1111.952459
w575130695,SP_SWORNEGACIE,15.4111195,1076.5103611,20.7048897,1112.6263702
w575130701,SP_SWORNEGACIE,13.9729007,1078.0563002,20.7048897,1112.7340906
w523360448,SP_CHARZYKOWY,18.1438484,1055.4721844,39.1860676,1112.8021004
w949538992,SP_SWORNEGACIE,56.9980385,1035.1144838,20.7048897,1112.817412
w523337897,SP_CHARZYKOWY,15.1143535,1058.9078408,39.1860676,1113.2082619
w1120643999,SP_SWORNEGACIE,21.3302951,1071.2160685,20.7048897,1113.2512533
w523337908,SP_CHARZYKOWY,25.2694712,1049.429014,39.1860676,1113.8845529
w909402173,SP_CHARZYKOWY,64.5316829,1010.295189,39.1860676,1114.0129395
w909263915,SP_CHARZYKOWY,42.4604433,1032.451697,39.1860676,1114.0982079
w1247813619,SP_CHARZYKOWY,11.8085475,1064.0075669,39.1860676,1115.0021819
w909402168,SP_CHARZYKOWY,47.038791,1029.5297765,39.1860676,1115.7546352
w520863460,SP_CHARZYKOWY,13.7582534,1063.0063761,39.1860676,1115.9506971
w475398045,SP_CHARZYKOWY,7.4113551,1070.6356476,39.1860676,1117.2330703
w575130780,SP_SWORNEGACIE,18.606773,1077.9364362,20.7048897,1117.2480988
w949538463,SP_SWORNEGACIE,38.4989774,1058.2365261,20.7048897,1117.4403931
w520864701,SP_CHARZYKOWY,23.6436668,1054.6423955,39.1860676,1117.4721299
w520863452,SP_CHARZYKOWY,21.3096087,1058.4421678,39.1860676,1118.9378441
w995946369,SP_SWORNEGACIE,8.6975727,1090.5358152,20.7048897,1119.9382775
w818043537,SP_CHARZYKOWY,20.6874941,1060.9827346,39.1860676,1120.8562963
w409048205,SP_CHARZYKOWY,39.5312773,1042.1674443,39.1860676,1120.8847892
w475521962,SP_CHARZYKOWY,37.4944663,1045.6516415,39.1860676,1122.3321753
w909402161,SP_CHARZYKOWY,28.6652625,1054.5673632,39.1860676,1122.4186934
w575130589,SP_SWORNEGACIE,21.2731786,1082.154602,20.7048897,1124.1326703
w523360445,SP_CHARZYKOWY,22.1214589,1063.8282311,39.1860676,1125.1357576
w909279424,SP_CHARZYKOWY,82.9363152,1003.0671293,39.1860676,1125.1895121
w995946371,SP_SWORNEGACIE,25.4809052,1079.1010648,20.7048897,1125.2868597
w888204849,SP_SWORNEGACIE,21.7835844,1083.1484715,20.7048897,1125.6369456
w575130727,SP_SWORNEGACIE,10.5811094,1095.1262399,20.7048897,1126.4122389
w909111945,SP_CHARZYKOWY,12.0302636,1075.197254,39.1860676,1126.4135852
w475397313,SP_CHARZYKOWY,7.065037,1080.7474659,39.1860676,1126.9985706
w501134115,SP_SWORNEGACIE,36.7653748,1069.6053434,20.7048897,1127.0756078
w475397284,SP_CHARZYKOWY,11.3846029,1076.576943,39.1860676,1127.1476135
w575130700,SP_SWORNEGACIE,13.1993382,1093.2482553,20.7048897,1127.1524832
w575130770,SP_SWORNEGACIE,14.0958356,1092.4985897,20.7048897,1127.2993149
w520861523,SP_CHARZYKOWY,16.8468236,1071.5372336,39.1860676,1127.5701248
w575130687,SP_SWORNEGACIE,21.4630843,1086.20692,20.7048897,1128.374894
w501134119,SP_SWORNEGACIE,13.8668175,1094.2144682,20.7048897,1128.7861754
w909279399,SP_CHARZYKOWY,31.3369656,1059.0531996,39.1860676,1129.5762328
w575130667,SP_SWORNEGACIE,20.1077798,1089.3366235,20.7048897,1130.1492929
w909263533,SP_CHARZYKOWY,33.6081048,1057.4614231,39.1860676,1130.2555954
w575130693,SP_SWORNEGACIE,18.0057644,1091.6039962,20.7048897,1130.3146503
w575130746,SP_SWORNEGACIE,27.8741157,1081.9894809,20.7048897,1130.5684863
w909402172,SP_CHARZYKOWY,78.9795498,1012.4831354,39.1860676,1130.6487529
w575130755,SP_SWORNEGACIE,27.85486,1082.1639976,20.7048897,1130.7237472
w1173514634,SP_CHARZYKOWY,10.2617541,1081.587719,39.1860676,1131.0355407
w909263534,SP_CHARZYKOWY,29.7105877,1062.4179682,39.1860676,1131.3146235
w1120846031,SP_SWORNEGACIE,9.8538124,1102.0696858,20.7048897,1132.6283879
w995946368,SP_SWORNEGACIE,11.5912836,1100.9303329,20.7048897,1133.2265061
w909111941,SP_CHARZYKOWY,10.5864964,1083.4848257,39.1860676,1133.2573897
w888204895,SP_SWORNEGACIE,19.3374834,1094.4053064,20.7048897,1134.4476795
w575130683,SP_SWORNEGACIE,19.2178993,1095.7911306,20.7048897,1135.7139196
w995946372,SP_SWORNEGACIE,27.5290005,1088.3273795,20.7048897,1136.5612696
w575130776,SP_SWORNEGACIE,19.100738,1097.0693678,20.7048897,1136.8749954
w575130590,SP_SWORNEGACIE,11.11056,1105.9759,20.7048897,1137.7913497
w575130668,SP_SWORNEGACIE,17.1042666,1100.0757893,20.7048897,1137.8849456
w1047609914,SP_CHARZYKOWY,17.5216339,1081.2642533,39.1860676,1137.9719549
w909402169,SP_CHARZYKOWY,61.4743895,1037.4957824,39.1860676,1138.1562396
w523337907,SP_CHARZYKOWY,43.3495319,1055.8830536,39.1860676,1138.4186531
w909402186,SP_CHARZYKOWY,17.8287586,1081.4909862,39.1860676,1138.5058124
w475521961,SP_CHARZYKOWY,17.3237579,1083.1761449,39.1860676,1139.6859704
w575130753,SP_SWORNEGACIE,15.8708129,1103.7585771,20.7048897,1140.3342797
w575130752,SP_SWORNEGACIE,14.473511,1105.2058554,20.7048897,1140.3842561
w1120643997,SP_SWORNEGACIE,28.5654467,1092.1982669,20.7048897,1141.4686033
w909263911,SP_CHARZYKOWY,24.6856783,1079.1034889,39.1860676,1142.9752347
w475398044,SP_CHARZYKOWY,10.5355727,1093.4109394,39.1860676,1143.1325796
w501134118,SP_SWORNEGACIE,15.0228933,1107.7558019,20.7048897,1143.4835849
w523337906,SP_CHARZYKOWY,25.5024846,1079.3277933,39.1860676,1144.0163455
w949539335,SP_SWORNEGACIE,23.4331342,1100.0025911,20.7048897,1144.1406149
w575130613,SP_SWORNEGACIE,24.1319711,1099.4063176,20.7048897,1144.2431783
w475122460,SP_CHARZYKOWY,14.101404,1091.3352755,39.1860676,1144.6227471
w575130685,SP_SWORNEGACIE,27.5921525,1096.5424967,20.7048897,1144.8395389
w1047609957,SP_CHARZYKOWY,15.1916484,1090.4651047,39.1860676,1144.8428207
w1435257154,SP_SWORNEGACIE,9.7655427,1114.5701344,20.7048897,1145.0405667
w575130684,SP_SWORNEGACIE,15.9683026,1108.6604675,20.7048897,1145.3336598
w995946357,SP_SWORNEGACIE,16.3042547,1110.0203963,20.7048897,1147.0295406
w409062898,SP_CHARZYKOWY,17.8886956,1090.1365772,39.1860676,1147.2113404
w1311499823,SP_CHARZYKOWY,15.1153933,1093.382598,39.1860676,1147.684059
w523360440,SP_CHARZYKOWY,15.3597208,1093.4330896,39.1860676,1147.978878
w575130788,SP_SWORNEGACIE,16.365987,1111.3094009,20.7048897,1148.3802776
w520861524,SP_CHARZYKOWY,14.9319286,1095.0205875,39.1860676,1149.1385837
w523337896,SP_CHARZYKOWY,31.113617,1079.0091535,39.1860676,1149.3088381
w995946373,SP_SWORNEGACIE,30.139388,1099.0828986,20.7048897,1149.9271762
w501134110,SP_SWORNEGACIE,82.424385,1047.1358633,20.7048897,1150.2651379
w575130620,SP_SWORNEGACIE,10.3815556,1119.2668788,20.7048897,1150.3533241
w1120846032,SP_SWORNEGACIE,15.9895391,1114.1518755,20.7048897,1150.8463043
w501134117,SP_SWORNEGACIE,32.5987125,1098.1080552,20.7048897,1151.4116573
w909111947,SP_CHARZYKOWY,9.3293712,1103.6070627,39.1860676,1152.1225014
w995946364,SP_SWORNEGACIE,8.5810956,1122.9718512,20.7048897,1152.2578365
w475122462,SP_CHARZYKOWY,12.7125389,1100.5681677,39.1860676,1152.4667742
w475122459,SP_CHARZYKOWY,14.3739561,1098.9583053,39.1860676,1152.518329
w475398040,SP_CHARZYKOWY,21.4121689,1092.0359639,39.1860676,1152.6342003
w818043516,SP_CHARZYKOWY,16.4453009,1099.1344849,39.1860676,1154.7658534
w475398038,SP_CHARZYKOWY,8.3086351,1107.3657736,39.1860676,1154.8604762
w888249676,SP_SWORNEGACIE,39.9649404,1094.4053064,20.7048897,1155.0751364
w575130769,SP_SWORNEGACIE,22.3285791,1112.3891137,20.7048897,1155.4225825
w888204836,SP_SWORNEGACIE,28.8912394,1106.1392933,20.7048897,1155.7354224
w575130614,SP_SWORNEGACIE,21.1828892,1113.9978962,20.7048897,1155.8856751
w1047609921,SP_CHARZYKOWY,21.7442813,1095.2528701,39.1860676,1156.183219
w575130619,SP_SWORNEGACIE,7.1709951,1128.9612188,20.7048897,1156.8371035
w575130759,SP_SWORNEGACIE,17.2873836,1120.0438664,20.7048897,1158.0361396
w575130842,SP_SWORNEGACIE,19.8750568,1117.905684,20.7048897,1158.4856305
w575130669,SP_SWORNEGACIE,13.8995037,1124.0746704,20.7048897,1158.6790638
w909402160,SP_CHARZYKOWY,17.944047,1101.6413562,39.1860676,1158.7714708
w1435257155,SP_SWORNEGACIE,12.8772083,1125.2256547,20.7048897,1158.8077527
w575130762,SP_SWORNEGACIE,21.1660137,1117.1137908,20.7048897,1158.9846942
w520867163,SP_CHARZYKOWY,20.4037576,1099.4398034,39.1860676,1159.0296286
w475397323,SP_CHARZYKOWY,25.9498264,1094.739668,39.1860676,1159.875562
w523337904,SP_CHARZYKOWY,42.9891009,1077.8130912,39.1860676,1159.9882597
w909111948,SP_CHARZYKOWY,15.7197263,1105.5098434,39.1860676,1160.4156373
w909263909,SP_CHARZYKOWY,42.0590409,1079.6273587,39.1860676,1160.8724672
w909402185,SP_CHARZYKOWY,44.4895973,1077.3797652,39.1860676,1161.0554301
w475397322,SP_CHARZYKOWY,11.8464385,1110.2468098,39.1860676,1161.2793159
w995946358,SP_SWORNEGACIE,28.1233988,1113.1106568,20.7048897,1161.9389453
w995946374,SP_SWORNEGACIE,32.0237079,1109.5667601,20.7048897,1162.2953576
w995946363,SP_SWORNEGACIE,8.6299388,1134.6879034,20.7048897,1164.0227319
w475398039,SP_CHARZYKOWY,15.9219253,1109.1901144,39.1860676,1164.2981073
w475521959,SP_CHARZYKOWY,14.7507093,1110.3675057,39.1860676,1164.3042826
w909111949,SP_CHARZYKOWY,26.9068475,1099.2090527,39.1860676,1165.3019678
w617454675,SP_CHARZYKOWY,15.5390046,1112.4173775,39.1860676,1167.1424497
w475398048,SP_CHARZYKOWY,14.8359758,1113.3578013,39.1860676,1167.3798447
w475397307,SP_CHARZYKOWY,16.3416739,1112.1895855,39.1860676,1167.7173269
w520861525,SP_CHARZYKOWY,16.1635475,1112.5029336,39.1860676,1167.8525487
w804865180,SP_SWORNEGACIE,18.5783572,1129.2296365,20.7048897,1168.5128834
w520864700,SP_CHARZYKOWY,21.0835559,1108.2575715,39.1860676,1168.5271949
w575130615,SP_SWORNEGACIE,18.7962127,1129.1810349,20.7048897,1168.6821372
w523337905,SP_CHARZYKOWY,56.8534611,1073.4009752,39.1860676,1169.4405039
w475397314,SP_CHARZYKOWY,14.0512295,1116.2625247,39.1860676,1169.4998218
w1173514606,SP_CHARZYKOWY,40.9422941,1089.5847588,39.1860676,1169.7131205
w575130843,SP_SWORNEGACIE,21.476267,1127.6169598,20.7048897,1169.7981164
w1120644027,SP_SWORNEGACIE,33.3440515,1115.9959634,20.7048897,1170.0449045
w909402184,SP_CHARZYKOWY,54.2494682,1076.798299,39.1860676,1170.2338348
w888204886,SP_SWORNEGACIE,33.854043,1116.8004496,20.7048897,1171.3593823
w1435257156,SP_SWORNEGACIE,14.9376541,1135.9371135,20.7048897,1171.5796573
w475122458,SP_CHARZYKOWY,18.6287676,1114.275234,39.1860676,1172.0900692
w995946362,SP_SWORNEGACIE,19.8865012,1131.8872436,20.7048897,1172.4786344
w409062881,SP_CHARZYKOWY,17.8629147,1115.4980314,39.1860676,1172.5470137
w523337903,SP_CHARZYKOWY,28.2492766,1106.0269641,39.1860676,1173.4623083
w575130621,SP_SWORNEGACIE,12.8649203,1140.294623,20.7048897,1173.864433
w575130763,SP_SWORNEGACIE,16.500326,1136.6629537,20.7048897,1173.8681694
w995946375,SP_SWORNEGACIE,33.3279621,1119.8519875,20.7048897,1173.8848392
w501245439,SP_SWORNEGACIE,9.2614417,1144.1844946,20.7048897,1174.1508259
w964847135,SP_SWORNEGACIE,56.5196263,1096.927813,20.7048897,1174.152329
w909279423,SP_CHARZYKOWY,84.1758666,1051.2302455,39.1860676,1174.5921797
w475521960,SP_CHARZYKOWY,29.5766137,1105.8308777,39.1860676,1174.593559
w909263910,SP_CHARZYKOWY,35.1410957,1101.309667,39.1860676,1175.6368302
w995946359,SP_SWORNEGACIE,39.6386522,1116.1989174,20.7048897,1176.5424592
w575130768,SP_SWORNEGACIE,16.5902621,1141.3604509,20.7048897,1178.6556026
w909010589,SP_CHARZYKOWY,35.0267566,1104.6002611,39.1860676,1178.8130852
w575130616,SP_SWORNEGACIE,16.9444225,1143.6599247,20.7048897,1181.3092369
w501134116,SP_SWORNEGACIE,45.8690602,1114.8302288,20.7048897,1181.4041787
w1120644026,SP_SWORNEGACIE,33.3971649,1127.5503297,20.7048897,1181.6523843
w909279415,SP_CHARZYKOWY,16.5523206,1126.1716298,39.1860676,1181.910018
w520864680,SP_CHARZYKOWY,21.2248593,1122.1948101,39.1860676,1182.605737
w475397321,SP_CHARZYKOWY,10.6162181,1133.8200054,39.1860676,1183.622291
w1120644025,SP_SWORNEGACIE,23.5443561,1140.682914,20.7048897,1184.9321598
w964847136,SP_SWORNEGACIE,67.3769855,1096.927813,20.7048897,1185.0096882
w520864681,SP_CHARZYKOWY,11.4226196,1134.7809793,39.1860676,1185.3896665
w575130618,SP_SWORNEGACIE,13.2669852,1151.5605591,20.7048897,1185.532434
w575130671,SP_SWORNEGACIE,8.7471159,1156.1512133,20.7048897,1185.6032188
w520867161,SP_CHARZYKOWY,19.9795466,1126.6512036,39.1860676,1185.8168178
w575130781,SP_SWORNEGACIE,11.9658183,1153.6031686,20.7048897,1186.2738766
w995946376,SP_SWORNEGACIE,35.3410944,1131.0029336,20.7048897,1187.0489176
w1120644013,SP_SWORNEGACIE,33.8788949,1132.7233366,20.7048897,1187.3071211
w520861526,SP_CHARZYKOWY,15.1063202,1133.0950322,39.1860676,1187.38742
w501245440,SP_SWORNEGACIE,29.8306721,1136.8594711,20.7048897,1187.3950328
w1311499826,SP_CHARZYKOWY,21.8987242,1126.3752066,39.1860676,1187.4599984
w575130672,SP_SWORNEGACIE,12.6765165,1154.1229476,20.7048897,1187.5043538
w1047609954,SP_CHARZYKOWY,17.9974693,1130.760124,39.1860676,1187.943661
w995946355,SP_SWORNEGACIE,59.2629502,1109.0183469,20.7048897,1188.9861868
w575130617,SP_SWORNEGACIE,16.3336401,1152.0576631,20.7048897,1189.0961929
w575130760,SP_SWORNEGACIE,23.8392199,1144.7524457,20.7048897,1189.2965553
w995946356,SP_SWORNEGACIE,50.2406896,1119.0063696,20.7048897,1189.9519488
w804862423,SP_SWORNEGACIE,19.4956364,1150.3024859,20.7048897,1190.503012
w475397315,SP_CHARZYKOWY,15.2391138,1136.3788827,39.1860676,1190.8040641
w520863458,SP_CHARZYKOWY,30.7000969,1120.9606975,39.1860676,1190.8468621
w575130844,SP_SWORNEGACIE,19.2874397,1151.5553941,20.7048897,1191.5477234
w475397306,SP_CHARZYKOWY,19.8586343,1133.9713892,39.1860676,1193.0160911
w909402162,SP_CHARZYKOWY,39.4767063,1114.9278345,39.1860676,1193.5906083
w1215889287,SP_CHARZYKOWY,118.8428806,1035.8835315,39.1860676,1193.9124797
w995946361,SP_SWORNEGACIE,38.0870831,1135.1887273,20.7048897,1193.9807001
w575130851,SP_SWORNEGACIE,26.3600231,1147.2016799,20.7048897,1194.2665926
w475398043,SP_CHARZYKOWY,13.7790857,1141.8385303,39.1860676,1194.8036836
w888204962,SP_SWORNEGACIE,33.7534637,1140.4763721,20.7048897,1194.9347254
w909346412,SP_CHARZYKOWY,46.8747046,1108.9611455,39.1860676,1195.0219176
w475122453,SP_CHARZYKOWY,15.6570161,1140.4027143,39.1860676,1195.245798
w520864705,SP_CHARZYKOWY,18.0959597,1138.4602153,39.1860676,1195.7422426
w1247813615,SP_CHARZYKOWY,17.6836905,1139.1638831,39.1860676,1196.0336412
w1388744404,SP_CHARZYKOWY,28.2106014,1129.0890781,39.1860676,1196.4857471
w995914494,SP_SWORNEGACIE,15.9683823,1160.1199592,20.7048897,1196.7932312
w1435768825,SP_SWORNEGACIE,79.6993633,1096.927813,20.7048897,1197.332066
w523337902,SP_CHARZYKOWY,28.1294131,1130.7208178,39.1860676,1198.0362985
w888204893,SP_SWORNEGACIE,15.3882763,1163.6161663,20.7048897,1199.7093322
w1047609916,SP_CHARZYKOWY,19.1421819,1141.91132,39.1860676,1200.2395695
w475397305,SP_CHARZYKOWY,18.8641312,1142.2705104,39.1860676,1200.3207092
w1110469716,SP_SWORNEGACIE,25.0635746,1154.6152565,20.7048897,1200.3837208
w995946378,SP_SWORNEGACIE,39.3335668,1140.4763721,20.7048897,1200.5148285
w523337898,SP_CHARZYKOWY,56.3157542,1105.7144804,39.1860676,1201.2163022
w995914482,SP_SWORNEGACIE,42.1172076,1138.879136,20.7048897,1201.7012333
w575130670,SP_SWORNEGACIE,21.090418,1161.4899177,20.7048897,1203.2852253
w646595729,SP_CHARZYKOWY,11.1751786,1153.7530581,39.1860676,1204.1143042
w575130623,SP_SWORNEGACIE,12.2428124,1171.6170556,20.7048897,1204.5647577
w995946360,SP_SWORNEGACIE,51.5751113,1132.834947,20.7048897,1205.114948
w909402163,SP_CHARZYKOWY,39.5514199,1127.0575539,39.1860676,1205.7950414
w909017283,SP_CHARZYKOWY,13.9205014,1154.0397382,39.1860676,1207.1463072
w995946377,SP_SWORNEGACIE,47.5465491,1140.4763721,20.7048897,1208.7278108
w995914495,SP_SWORNEGACIE,22.4495959,1165.960892,20.7048897,1209.1153775
w1247813616,SP_CHARZYKOWY,15.8414717,1154.6281965,39.1860676,1209.6557358
w909281838,SP_CHARZYKOWY,16.6515305,1155.2074048,39.1860676,1211.0450029
w1173514616,SP_CHARZYKOWY,33.7774665,1138.1180604,39.1860676,1211.0815945
w1047609926,SP_CHARZYKOWY,19.1538755,1152.7755499,39.1860676,1211.115493
w575130845,SP_SWORNEGACIE,18.9343822,1172.2043608,20.7048897,1211.8436327
w575130782,SP_SWORNEGACIE,14.8996978,1177.7577406,20.7048897,1213.362328
w575130747,SP_SWORNEGACIE,28.9307308,1166.2771187,20.7048897,1215.9127392
w502146195,SP_SWORNEGACIE,55.6134239,1140.4763721,20.7048897,1216.7946856
w520864699,SP_CHARZYKOWY,21.8597811,1156.0055129,39.1860676,1217.0513616
w520864682,SP_CHARZYKOWY,15.1352374,1162.8150133,39.1860676,1217.1363183
w520867162,SP_CHARZYKOWY,15.4971521,1162.5502463,39.1860676,1217.233466
w909402164,SP_CHARZYKOWY,39.6686573,1138.9283388,39.1860676,1217.7830636
w909017284,SP_CHARZYKOWY,25.6986679,1153.0809101,39.1860676,1217.9656455
w475398046,SP_CHARZYKOWY,13.8802838,1165.5913315,39.1860676,1218.6576829
w575130659,SP_SWORNEGACIE,14.0424873,1183.9141253,20.7048897,1218.6615022
w575130767,SP_SWORNEGACIE,18.9552399,1179.2760377,20.7048897,1218.9361672
w1047609918,SP_CHARZYKOWY,53.9372615,1125.9753525,39.1860676,1219.0986816
w575130622,SP_SWORNEGACIE,25.3775674,1173.059065,20.7048897,1219.141522
w575130852,SP_SWORNEGACIE,14.8720587,1184.5795764,20.7048897,1220.1565247
w909261651,SP_CHARZYKOWY,42.9469535,1138.1180604,39.1860676,1220.2510816
w888204950,SP_SWORNEGACIE,13.8075762,1186.1496355,20.7048897,1220.6621014
w523337900,SP_CHARZYKOWY,27.720142,1153.9843219,39.1860676,1220.8905316
w475397303,SP_CHARZYKOWY,17.7921397,1164.174221,39.1860676,1221.1524283
w521009400,SP_CHARZYKOWY,20.1832653,1162.6173485,39.1860676,1221.9866814
w1247813617,SP_CHARZYKOWY,12.8017288,1170.7357406,39.1860676,1222.7235369
w575130682,SP_SWORNEGACIE,13.0456151,1189.6916873,20.7048897,1223.442192
w909281839,SP_CHARZYKOWY,16.877995,1168.0956577,39.1860676,1224.1597203
w475122461,SP_CHARZYKOWY,25.4790784,1160.4184601,39.1860676,1225.0836061
w520864684,SP_CHARZYKOWY,6.825577,1179.1434499,39.1860676,1225.1550946
w818043518,SP_CHARZYKOWY,13.2059725,1173.892012,39.1860676,1226.2840521
w501134120,SP_SWORNEGACIE,13.4696547,1192.4140115,20.7048897,1226.5885559
w909111951,SP_CHARZYKOWY,24.5862121,1163.2068383,39.1860676,1226.979118
w818043545,SP_CHARZYKOWY,14.7032744,1173.1442696,39.1860676,1227.0336115
w575130624,SP_SWORNEGACIE,25.8742855,1181.9552861,20.7048897,1228.5344612
w1120644028,SP_SWORNEGACIE,32.4317729,1175.5053109,20.7048897,1228.6419734
w909346411,SP_CHARZYKOWY,44.052299,1146.2670825,39.1860676,1229.5054491
w818043517,SP_CHARZYKOWY,13.9611368,1176.9254674,39.1860676,1230.0726718
w475398047,SP_CHARZYKOWY,10.2796475,1180.7343895,39.1860676,1230.2001047
w475397320,SP_CHARZYKOWY,11.3503309,1180.5381106,39.1860676,1231.0745091
w909111950,SP_CHARZYKOWY,29.5211408,1163.0740293,39.1860676,1231.7812377
w575130591,SP_SWORNEGACIE,17.4227897,1194.076404,20.7048897,1232.2040834
w475397288,SP_CHARZYKOWY,7.1578943,1186.0216853,39.1860676,1232.3656471
